hsk,characters,pinyin,english,extra,len,c1,c2,p1,p2,pinyin_num
6,公安局,gōng'ānjú,Public Security Bureau,,3,公,安,gong1,an1,gong1 an1 ju2
5,公布,gōngbù,to announce; to make public; to publish,,2,公,布,gong1,bu4,gong1 bu4
6,供不应求,gōngbùyìngqiú,supply does not meet demand,,4,供,不,gong1,bu4,gong1 bu4 ying4 qiu2
5,工厂,gōngchǎng,"factory; CL:家[jia1],座[zuo4]",,2,工,厂,gong1,chang3,gong1 chang3
5,工程师,gōngchéngshī,"engineer; CL:個|个[ge4],位[wei4],名[ming2]",,3,工,程,gong1,cheng2,gong1 cheng2 shi1
6,公道,gōngdào,justice; fairness; public highway,,2,公,道,gong1,dao4,gong1 dao4
6,宫殿,gōngdiàn,palace; CL:座[zuo4],,2,宫,殿,gong1,dian4,gong1 dian4
6,工夫,gōngfū,time; skill,,2,工,夫,gong1,fu5,gong1 fu5
5,功夫,gōngfu,skill; art; kung fu; labor; effort,,2,功,夫,gong1,fu5,gong1 fu5
6,公告,gōnggào,post; announcement,,2,公,告,gong1,gao4,gong1 gao4
2,公共汽车,gōnggòngqìchē,"bus; CL:輛|辆[liang4],班[ban1]",,4,公,共,gong1,gong4,gong1 gong4 qi4 che1
6,公关,gōngguān,public relations,,2,公,关,gong1,guan1,gong1 guan1
6,攻击,gōngjī,to attack; to accuse; to charge; an attack (terrorist or military),,2,攻,击,gong1,ji1,gong1 ji1
6,供给,gōngjǐ,to furnish; to provide; supply (as in supply and demand),,2,供,给,gong1,ji3,gong1 ji3
2,公斤,gōngjīn,kilogram (kg),,2,公,斤,gong1,jin1,gong1 jin1
6,恭敬,gōngjìng,deferential; with respect,,2,恭,敬,gong1,jing4,gong1 jing4
4,工具,gōngjù,tool; instrument; utensil; means (to achieve a goal etc),,2,工,具,gong1,ju4,gong1 ju4
5,公开,gōngkāi,public; to publish; to make public,,2,公,开,gong1,kai1,gong1 kai1
6,功课,gōngkè,homework; assignment; task; classwork; lesson; study; CL:門|门[men2],,2,功,课,gong1,ke4,gong1 ke4
6,攻克,gōngkè,to capture; to take,,2,攻,克,gong1,ke4,gong1 ke4
6,功劳,gōngláo,contribution; meritorious service; credit,,2,功,劳,gong1,lao2,gong1 lao2
4,公里,gōnglǐ,kilometer,,2,公,里,gong1,li3,gong1 li3
6,公民,gōngmín,citizen,,2,公,民,gong1,min2,gong1 min2
5,功能,gōngnéng,function; capability,,2,功,能,gong1,neng2,gong1 neng2
5,公平,gōngpíng,fair; impartial,,2,公,平,gong1,ping2,gong1 ping2
6,公婆,gōngpó,husband\'s parents; parents-in-law,,2,公,婆,gong1,po2,gong1 po2
6,公然,gōngrán,openly; publicly; undisguised,,2,公,然,gong1,ran2,gong1 ran2
5,工人,gōngrén,"worker; CL:個|个[ge4],名[ming2]",,2,工,人,gong1,ren2,gong1 ren2
6,公认,gōngrèn,publicly known (to be); accepted (as),,2,公,认,gong1,ren4,gong1 ren4
6,公式,gōngshì,formula,,2,公,式,gong1,shi4,gong1 shi4
2,公司,gōngsī,(business) company; company; firm; corporation; incorporated; CL:家[jia1],,2,公,司,gong1,si1,gong1 si1
6,公务,gōngwù,official business,,2,公,务,gong1,wu4,gong1 wu4
6,功效,gōngxiào,efficacy,,2,功,效,gong1,xiao4,gong1 xiao4
5,工业,gōngyè,industry; CL:種|种[zhong3],,2,工,业,gong1,ye4,gong1 ye4
6,精确,jīngquè,accurate; precise,,2,精,确,jing1,que4,jing1 que4
6,工艺品,gōngyìpǐn,handicraft article; handiwork; CL:個|个[ge4],,3,工,艺,gong1,yi4,gong1 yi4 pin3
5,公寓,gōngyù,apartment building; block of flats; CL:套|套[tao4],,2,公,寓,gong1,yu4,gong1 yu4
5,公元,gōngyuán,(year) AD; Christian era,,2,公,元,gong1,yuan2,gong1 yuan2
3,公园,gōngyuán,public park; CL:場|场[chang3],,2,公,园,gong1,yuan2,gong1 yuan2
6,公正,gōngzhèng,just; fair; equitable,,2,公,正,gong1,zheng4,gong1 zheng4
6,公证,gōngzhèng,notarization; notarized; acknowledgement,,2,公,证,gong1,zheng4,gong1 zheng4
5,公主,gōngzhǔ,princess,,2,公,主,gong1,zhu3,gong1 zhu3
4,工资,gōngzī,"wages; pay; CL:個|个[ge4],份[fen4],月[yue4]",,2,工,资,gong1,zi1,gong1 zi1
1,工作,gōngzuò,"job; work; construction; task; CL:個|个[ge4],份[fen4],項|项[xiang4]",,2,工,作,gong1,zuo4,gong1 zuo4
6,巩固,gǒnggù,to consolidate; consolidation; to strengthen,,2,巩,固,gong3,gu4,gong3 gu4
6,共和国,gònghéguó,republic,,3,共,和,gong4,he2,gong4 he2 guo2
6,共计,gòngjì,to sum up to; to total,,2,共,计,gong4,ji4,gong4 ji4
6,共鸣,gòngmíng,physical resonance; sympathetic response to sth,,2,共,鸣,gong4,ming2,gong4 ming2
4,共同,gòngtóng,common; joint; jointly; together; collaborative,,2,共,同,gong4,tong2,gong4 tong2
5,贡献,gòngxiàn,to contribute; to dedicate; to devote; contribution; CL:個|个[ge4],,2,贡,献,gong4,xian4,gong4 xian4
6,勾结,gōujié,to collude with; to collaborate with; to gang up with,,2,勾,结,gou1,jie2,gou1 jie2
5,沟通,gōutōng,communicate,,2,沟,通,gou1,tong1,gou1 tong1
6,钩子,gōuzi,hook,,2,钩,子,gou1,zi5,gou1 zi5
1,狗,gǒu,"dog; CL:隻|只[zhi1],條|条[tiao2]",,1,狗,,gou3,,gou3
4,够,gòu,to reach; to be enough,,1,够,,gou4,,gou4
5,构成,gòuchéng,to constitute; to form; to compose; to make up; to configure (computing),,2,构,成,gou4,cheng2,gou4 cheng2
6,构思,gòusī,to outline a story; to make a preliminary sketch,,2,构,思,gou4,si1,gou4 si1
4,购物,gòuwù,shopping,,2,购,物,gou4,wu4,gou4 wu4
4,孤单,gūdān,lone; lonely; loneliness,,2,孤,单,gu1,dan1,gu1 dan1
6,孤独,gūdú,lonely; solitary,,2,孤,独,gu1,du2,gu1 du2
6,辜负,gūfù,to fail to live up (to expectations); unworthy (of trust); to let down; to betray (hopes); to disappoint,,2,辜,负,gu1,fu4,gu1 fu4
5,姑姑,gūgu,paternal aunt; CL:個|个[ge4],,2,姑,姑,gu1,gu5,gu1 gu5
4,估计,gūjì,to estimate; to reckon; CL:個|个[ge4],,2,估,计,gu1,ji4,gu1 ji4
6,孤立,gūlì,isolate; isolated,,2,孤,立,gu1,li4,gu1 li4
5,姑娘,gūniang,girl; young woman; young lady; daughter; CL:個|个[ge4],,2,姑,娘,gu1,niang5,gu1 niang5
6,姑且,gūqiě,temporarily; the time being; for the moment; provisional; tentatively,,2,姑,且,gu1,qie3,gu1 qie3
5,古代,gǔdài,ancient times; olden times,,2,古,代,gu3,dai4,gu3 dai4
5,古典,gǔdiǎn,classical,,2,古,典,gu3,dian3,gu3 dian3
6,股东,gǔdōng,shareholder; stockholder,,2,股,东,gu3,dong1,gu3 dong1
6,古董,gǔdǒng,curio; antique,,2,古,董,gu3,dong3,gu3 dong3
6,鼓动,gǔdòng,to agitate; to arouse; to instigate; to encite,,2,鼓,动,gu3,dong4,gu3 dong4
6,股份,gǔfèn,a share (in a company); stock,,2,股,份,gu3,fen4,gu3 fen4
6,骨干,gǔgàn,diaphysis (long segment of a bone); fig. backbone,,2,骨,干,gu3,gan4,gu3 gan4
6,古怪,gǔguài,eccentric; grotesque; oddly; queer,,2,古,怪,gu3,guai4,gu3 guai4
5,古老,gǔlǎo,ancient; old; age-old,,2,古,老,gu3,lao3,gu3 lao3
4,鼓励,gǔlì,to encourage,,2,鼓,励,gu3,li4,gu3 li4
5,股票,gǔpiào,share; stock (market),,2,股,票,gu3,piao4,gu3 piao4
5,骨头,gǔtou,"bone; strong character; CL:根[gen1],塊|块[kuai4]",,2,骨,头,gu3,tou5,gu3 tou5
5,鼓舞,gǔwǔ,heartening (news); boost (morale); CL:個|个[ge4],,2,鼓,舞,gu3,wu3,gu3 wu3
4,鼓掌,gǔzhǎng,to applaud; to clap,,2,鼓,掌,gu3,zhang3,gu3 zhang3
5,固定,gùdìng,fixed; set; regular,,2,固,定,gu4,ding4,gu4 ding4
4,顾客,gùkè,client; customer; CL:位[wei4],,2,顾,客,gu4,ke4,gu4 ke4
6,顾虑,gùlǜ,misgivings; apprehensions,,2,顾,虑,gu4,lv4,gu4 lv4
6,固然,gùrán,admittedly (it\'s true that...),,2,固,然,gu4,ran2,gu4 ran2
5,故事,gùshì,story; tale; narrative,,2,故,事,gu4,shi5,gu4 shi5
5,固体,gùtǐ,solid,,2,固,体,gu4,ti3,gu4 ti3
6,顾问,gùwèn,adviser; consultant,,2,顾,问,gu4,wen4,gu4 wen4
6,故乡,gùxiāng,home; homeland; native place; CL:個|个[ge4],,2,故,乡,gu4,xiang1,gu4 xiang1
4,故意,gùyì,deliberately; on purpose,,2,故,意,gu4,yi4,gu4 yi4
5,雇佣,gùyōng,to employ; to hire,,2,雇,佣,gu4,yong1,gu4 yong1
6,固有,gùyǒu,intrinsic to sth; inherent; native,,2,固,有,gu4,you3,gu4 you3
6,故障,gùzhàng,malfunction; breakdown; defect; shortcoming; fault; failure; impediment; error; bug (in software),,2,故,障,gu4,zhang4,gu4 zhang4
6,固执,gùzhí,persistent; stubborn,,2,固,执,gu4,zhi5,gu4 zhi5
3,刮风,guāfēng,to be windy,,2,刮,风,gua1,feng1,gua1 feng1
4,挂,guà,to hang or suspend (from a hook etc); (of a telephone call) to hang up; to be worried or concerned; to make a phone call (topolect); to register or record; to hitch; classifier for sets or clusters of objects,,1,挂,,gua4,,gua4
5,挂号,guàhào,to register (a letter etc),,2,挂,号,gua4,hao4,gua4 hao4
5,乖,guāi,"(of a child) obedient, well-behaved; clever; shrewd; alert; perverse; contrary to reason; irregular; abnormal",,1,乖,,guai1,,guai1
5,拐弯,guǎiwān,to go round a curve; to turn a corner; fig. a new direction,,2,拐,弯,guai3,wan1,guai3 wan1
6,拐杖,guǎizhàng,crutches; crutch; walking stick,,2,拐,杖,guai3,zhang4,guai3 zhang4
5,怪不得,guàibude,lit. you can\'t blame it!; no wonder!; so that\'s why!,,3,怪,不,guai4,bu5,guai4 bu5 de5
3,关,guān,mountain pass; to close; to shut; to turn off; to concern; to involve,,1,关,,guan1,,guan1
5,官,guān,official; government; organ of body; CL:個|个[ge4],,1,官,,guan1,,guan1
5,关闭,guānbì,to close; to shut,,2,关,闭,guan1,bi4,guan1 bi4
5,观察,guānchá,to observe; to watch; to survey; to examine; observation; view; perspective; CL:個|个[ge4],,2,观,察,guan1,cha2,guan1 cha2
5,观点,guāndiǎn,point of view; viewpoint; standpoint; CL:個|个[ge4],,2,观,点,guan1,dian3,guan1 dian3
6,官方,guānfāng,official; (by the) government,,2,官,方,guan1,fang1,guan1 fang1
6,观光,guānguāng,to tour; sightseeing; tourism,,2,观,光,guan1,guang1,guan1 guang1
5,关怀,guānhuái,care; solicitude; to show care for; concerned about; attentive to,,2,关,怀,guan1,huai2,guan1 huai2
4,关键,guānjiàn,crucial point; crux; CL:個|个[ge4]; key; crucial; pivotal,,2,关,键,guan1,jian4,guan1 jian4
5,观念,guānniàn,notion; thought; concept; sense; views; ideology; general impressions,,2,观,念,guan1,nian4,guan1 nian4
3,关系,guānxi,relation; relationship; to concern; to affect; to have to do with; guanxi; CL:個|个[ge4],,2,关,系,guan1,xi4,guan1 xi4
3,关心,guānxīn,to care for sth; caring; concerned,,2,关,心,guan1,xin1,guan1 xin1
3,关于,guānyú,pertaining to; concerning; regarding; with regards to; about; a matter of,,2,关,于,guan1,yu2,guan1 yu2
6,关照,guānzhào,to take care; to keep an eye on; to look after; to tell; to remind,,2,关,照,guan1,zhao4,guan1 zhao4
4,观众,guānzhòng,spectators; audience; visitors (to an exhibition etc),,2,观,众,guan1,zhong4,guan1 zhong4
4,管理,guǎnlǐ,to supervise; to manage; to administer; management; administration; CL:個|个[ge4],,2,管,理,guan3,li3,guan3 li3
6,管辖,guǎnxiá,to administer; to have jurisdiction (over),,2,管,辖,guan3,xia2,guan3 xia2
5,管子,Guǎnzǐ,tube; pipe; drinking straw; CL:根[gen1],,2,管,子,guan3,zi3,guan3 zi3
6,罐,guàn,can; jar; pot,,1,罐,,guan4,,guan4
6,贯彻,guànchè,to implement; to put into practice; to carry out,,2,贯,彻,guan4,che4,guan4 che4
6,灌溉,guàngài,to irrigate,,2,灌,溉,guan4,gai4,guan4 gai4
5,冠军,guànjūn,champion; CL:個|个[ge4],,2,冠,军,guan4,jun1,guan4 jun1
6,惯例,guànlì,conventional,,2,惯,例,guan4,li4,guan4 li4
5,罐头,guàntou,tin; can; CL:個|个[ge4],,2,罐,头,guan4,tou5,guan4 tou5
4,光,guāng,light; ray; CL:道[dao4]; bright; only; merely; to use up,,1,光,,guang1,,guang1
6,光彩,guāngcǎi,luster; splendor; radiance; brilliance,,2,光,彩,guang1,cai3,guang1 cai3
5,光滑,guānghuá,glossy; sleek; smooth,,2,光,滑,guang1,hua5,guang1 hua5
6,光辉,guānghuī,radiance; glory; brilliant; magnificent,,2,光,辉,guang1,hui1,guang1 hui1
5,光临,guānglín,(honorific) Welcome!; You honor us with your presence.; It is an honor to have you.,,2,光,临,guang1,lin2,guang1 lin2
6,光芒,guāngmáng,rays of light; brilliant rays; radiance,,2,光,芒,guang1,mang2,guang1 mang2
5,光明,guāngmíng,light; illumination; radiance (esp. glory of Buddha etc); fig. bright prospect; openhearted,,2,光,明,guang1,ming2,guang1 ming2
5,光盘,guāngpán,"compact disc; CD or DVD; CD ROM; CL:片[pian4],張|张[zhang1]",,2,光,盘,guang1,pan2,guang1 pan2
5,光荣,guāngróng,honor and glory; CL:個|个[ge4],,2,光,荣,guang1,rong2,guang1 rong2
4,广播,guǎngbō,broadcast; widely spread; CL:個|个[ge4],,2,广,播,guang3,bo1,guang3 bo1
5,广场,guǎngchǎng,a public square (e.g. Tiananmen Square); plaza; CL:個|个[ge4],,2,广,场,guang3,chang3,guang3 chang3
5,广大,guǎngdà,(of an area) vast or extensive; large-scale; widespread; (of people) numerous,,2,广,大,guang3,da4,guang3 da4
5,广泛,guǎngfàn,extensive; wide range,,2,广,泛,guang3,fan4,guang3 fan4
4,广告,guǎnggào,to advertise; a commercial; advertisement; CL:項|项[xiang4],,2,广,告,guang3,gao4,guang3 gao4
6,广阔,guǎngkuò,wide; vast,,2,广,阔,guang3,kuo4,guang3 kuo4
4,逛,guàng,to stroll; to visit,,1,逛,,guang4,,guang4
4,规定,guīdìng,provision; to fix; to set; to formulate; to stipulate; to provide; regulation; rule; CL:個|个[ge4],,2,规,定,gui1,ding4,gui1 ding4
6,规范,guīfàn,norm; standard; specification; regulation; rule; within the rules; to fix rules; to regulate; to specify,,2,规,范,gui1,fan4,gui1 fan4
6,规格,guīgé,standard; norm; specification,,2,规,格,gui1,ge2,gui1 ge2
6,归根到底,guīgēndàodǐ,(saying) to sum it up...,,4,归,根,gui1,gen1,gui1 gen1 dao4 di3
6,规划,guīhuà,plan; program,,2,规,划,gui1,hua4,gui1 hua4
6,归还,guīhuán,to return sth; to revert,,2,归,还,gui1,huan2,gui1 huan2
5,规矩,guīju,lit. compass and set square; fig. established standard; rule; customs; practices; fig. upright and honest; well-behaved,,2,规,矩,gui1,ju5,gui1 ju5
5,规律,guīlǜ,rule (e.g. of science); law of behavior; regular pattern; rhythm; discipline,,2,规,律,gui1,lv4,gui1 lv4
5,规模,guīmó,scale; scope; extent; CL:個|个[ge4],,2,规,模,gui1,mo2,gui1 mo2
6,归纳,guīnà,to sum up; to summarize; to conclude from facts; induction (method of deduction in logic),,2,归,纳,gui1,na4,gui1 na4
5,规则,guīzé,rule; regulation; rules and regulations,,2,规,则,gui1,ze2,gui1 ze2
6,规章,guīzhāng,rule; regulation,,2,规,章,gui1,zhang1,gui1 zhang1
6,轨道,guǐdào,orbit; railway or tram line; fig. conventional way of thinking,,2,轨,道,gui3,dao4,gui3 dao4
2,贵,guì,expensive; noble; your (name); precious,,1,贵,,gui4,,gui4
6,跪,guì,kneel,,1,跪,,gui4,,gui4
5,柜台,guìtái,sales counter; front desk; bar,,2,柜,台,gui4,tai2,gui4 tai2
6,贵族,guìzú,lord; nobility; nobleman; noblewoman; aristocrat; aristocracy,,2,贵,族,gui4,zu2,gui4 zu2
5,滚,gǔn,to boil; to roll; get lost (imperative); take a hike,,1,滚,,gun3,,gun3
6,棍棒,gùnbàng,club,,2,棍,棒,gun4,bang4,gun4 bang4
5,锅,guō,"pot; pan; boiler; CL:口[kou3],隻|只[zhi1]",,1,锅,,guo1,,guo1
6,国防,guófáng,national defense,,2,国,防,guo2,fang2,guo2 fang2
5,国籍,guójí,nationality,,2,国,籍,guo2,ji2,guo2 ji2
4,国际,guójì,international,,2,国,际,guo2,ji4,guo2 ji4
3,国家,guójiā,country; nation; state; CL:個|个[ge4],,2,国,家,guo2,jia1,guo2 jia1
5,国庆节,Guóqìngjié,PRC National Day (October 1st),,3,国,庆,Guo2,qing4,Guo2 qing4 jie2
6,国务院,Guówùyuàn,State Council (PRC); State Department (USA),,3,国,务,Guo2,Wu4,Guo2 Wu4 Yuan4
6,果断,guǒduàn,firm; decisive,,2,果,断,guo3,duan4,guo3 duan4
4,果然,guǒrán,really; sure enough; as expected,,2,果,然,guo3,ran2,guo3 ran2
5,果实,guǒshí,fruit; gains,,2,果,实,guo3,shi2,guo3 shi2
3,果汁,guǒzhī,fruit juice,,2,果,汁,guo3,zhi1,guo3 zhi1
2,过,guò,to pass (time); to celebrate (a holiday); to live; to get along,,1,过,,guo4,,guo4
4,过程,guòchéng,course of events; process; CL:個|个[ge4],,2,过,程,guo4,cheng2,guo4 cheng2
6,过度,guòdù,excessive; over-; excess; going too far; extravagant; intemperate; overdue,,2,过,度,guo4,du4,guo4 du4
6,过渡,guòdù,to cross over (by ferry); transition; interim; caretaker (administration),,2,过,渡,guo4,du4,guo4 du4
5,过分,guòfèn,excessive; undue; overly,,2,过,分,guo4,fen4,guo4 fen4
6,过奖,guòjiǎng,to over-praise; to flatter,,2,过,奖,guo4,jiang3,guo4 jiang3
6,过滤,guòlǜ,to filter; filter,,2,过,滤,guo4,lv4,guo4 lv4
5,过敏,guòmǐn,to be allergic; allergy,,2,过,敏,guo4,min3,guo4 min3
5,过期,guòqī,to be overdue; to exceed the time limit; to expire (as in expiration date),,2,过,期,guo4,qi1,guo4 qi1
3,过去,guòqu,(in the) past; former; previous; to go over; to pass by,,2,过,去,guo4,qu5,guo4 qu5
6,过失,guòshī,defect; fault,,2,过,失,guo4,shi1,guo4 shi1
6,过问,guòwèn,to show an interest in; to get involved with,,2,过,问,guo4,wen4,guo4 wen4
6,过瘾,guòyǐn,to satisfy a craving; to get a kick out of sth; gratifying; immensely enjoyable; satisfying; fulfilling,,2,过,瘾,guo4,yin3,guo4 yin3
6,过于,guòyú,too much; excessively,,2,过,于,guo4,yu2,guo4 yu2
5,过,guò,(experienced action marker); to cross; to go over,,1,过,,guo5,,guo5
5,哈,hā,laughter; yawn; abbr. for Kazakhstan,,1,哈,,ha1,,ha1
6,嗨,hāi,oh alas; hey!; hi! (loanword),,1,嗨,,hai1,,hai1
2,还,hái,still; still in progress; still more; yet; even more; in addition; fairly; passably (good); as early as; even; also; else,,1,还,,hai2,,hai2
3,还是,háishi,or; still; nevertheless,,2,还,是,hai2,shi4,hai2 shi4
2,孩子,háizi,child,,2,孩,子,hai2,zi5,hai2 zi5
6,海拔,hǎibá,height above sea level; elevation,,2,海,拔,hai3,ba2,hai3 ba2
6,海滨,hǎibīn,shore; seaside,,2,海,滨,hai3,bin1,hai3 bin1
5,海关,hǎiguān,customs (i.e. border crossing inspection); CL:個|个[ge4],,2,海,关,hai3,guan1,hai3 guan1
5,海鲜,hǎixiān,seafood,,2,海,鲜,hai3,xian1,hai3 xian1
4,海洋,hǎiyáng,ocean; CL:個|个[ge4],,2,海,洋,hai3,yang2,hai3 yang2
3,害怕,hàipà,to be afraid; to be scared,,2,害,怕,hai4,pa4,hai4 pa4
4,害羞,hàixiū,blush; shy,,2,害,羞,hai4,xiu1,hai4 xiu1
6,含糊,hánhú,obscurity; vague,,2,含,糊,han2,hu5,han2 hu5
4,寒假,hánjià,winter vacation,,2,寒,假,han2,jia4,han2 jia4
6,寒暄,hánxuān,exchanging conventional greetings; to talk about the weather,,2,寒,暄,han2,xuan1,han2 xuan1
6,含义,hányì,meaning (implicit in a phrase); implied meaning; hidden meaning; hint; connotation,,2,含,义,han2,yi4,han2 yi4
5,喊,hǎn,call; cry; to shout,,1,喊,,han3,,han3
6,罕见,hǎnjiàn,rare; rarely seen,,2,罕,见,han3,jian4,han3 jian4
4,汗,hàn,"perspiration; sweat; CL:滴[di1],頭|头[tou2],身[shen1]; Khan (Persian or Mongol king or emperor); Khan (name); to be speechless (out of helplessness, embarrassment etc) (Internet slang used as an interjection)",,1,汗,,han4,,han4
6,捍卫,hànwèi,defend; uphold; safeguard,,2,捍,卫,han4,wei4,han4 wei4
1,汉语,Hànyǔ,Chinese language; CL:門|门[men2],,2,汉,语,Han4,yu3,Han4 yu3
4,航班,hángbān,scheduled flight; flight number; plane; scheduled sailing; sailing number; passenger ship,,2,航,班,hang2,ban1,hang2 ban1
6,航空,hángkōng,aviation,,2,航,空,hang2,kong1,hang2 kong1
6,行列,hángliè,procession,,2,行,列,hang2,lie4,hang2 lie4
6,航天,hángtiān,space flight,,2,航,天,hang2,tian1,hang2 tian1
6,航行,hángxíng,to sail; to fly; to navigate,,2,航,行,hang2,xing2,hang2 xing2
5,行业,hángyè,industry; business,,2,行,业,hang2,ye4,hang2 ye4
5,豪华,háohuá,luxurious,,2,豪,华,hao2,hua2,hao2 hua2
6,豪迈,háomài,bold; open-minded; heroic,,2,豪,迈,hao2,mai4,hao2 mai4
6,毫米,háomǐ,millimeter,,2,毫,米,hao2,mi3,hao2 mi3
6,毫无,háowú,not in the least; none whatsoever; completely without,,2,毫,无,hao2,wu2,hao2 wu2
1,好,hǎo,good; well; proper; good to; easy to; very; so; (suffix indicating completion or readiness),,1,好,,hao3,,hao3
2,好吃,hàochī,tasty; delicious,,2,好,吃,hao3,chi1,hao3 chi1
4,好处,hǎochu,benefit; advantage; gain; profit; also pronounced hao3 chu4; CL:個|个[ge4],,2,好,处,hao3,chu5,hao3 chu5
4,好像,hǎoxiàng,as if; to seem like,,2,好,像,hao3,xiang4,hao3 xiang4
2,号,hào,day of a month; (suffix used after) name of a ship; (ordinal) number,,1,号,,hao4,,hao4
6,耗费,hàofèi,to waste; to spend; to consume; to squander,,2,耗,费,hao4,fei4,hao4 fei4
6,好客,hàokè,hospitality; to treat guests well; to enjoy having guests; hospitable; friendly,,2,好,客,hao4,ke4,hao4 ke4
4,号码,hàomǎ,"number; CL:堆[dui1],個|个[ge4]",,2,号,码,hao4,ma3,hao4 ma3
5,好奇,hàoqí,inquisitive; curious,,2,好,奇,hao4,qi2,hao4 qi2
6,号召,hàozhào,to call; to appeal,,2,号,召,hao4,zhao4,hao4 zhao4
1,喝,hē,to drink; to shout (a command); My goodness!,,1,喝,,he1,,he1
6,呵,ā,to scold in a loud voice; to yawn,,1,呵,,he1,,he1
1,和,hé,and; together with; with; sum; union; peace; harmony; surname He; Japanese related; Taiwan pr.  han4,,1,和,,he2,,he2
